"Species"	"Use_HUF"	"Use_HUMa"	"Use_HUMe"	"Use_HUC"
"Pinanga glaucifolia"	0	0	0	0
"Pinanga globulifera"	0	0	0	0
"Pinanga gracilis"	0	0	1	0
"Pinanga gracillima"	0	0	0	0
"Pinanga grandijuga"	0	0	0	0
"Pinanga grandis"	0	0	0	0
"Pinanga griffithii"	0	0	0	0
"Pinanga heterophylla"	1	0	0	1
"Pinanga hexasticha"	0	0	0	0
"Pinanga hookeriana"	0	0	0	0
"Pinanga humilis"	0	0	0	0
"Pinanga hymenospatha"	0	0	0	0
"Pinanga inaequalis"	0	0	0	0
"Pinanga insignis"	0	0	0	0
"Pinanga isabelensis"	1	0	0	1
"Pinanga jamariensis"	0	0	0	0
"Pinanga jambusana"	0	0	0	0
"Pinanga javana"	0	0	0	0
"Pinanga johorensis"	0	0	0	0
"Pinanga keahii"	0	0	0	0
"Pinanga kontumensis"	0	0	0	0
"Pinanga lacei"	0	0	0	0
"Pinanga latisecta"	0	1	0	0
"Pinanga lepidota"	0	0	0	0
"Pinanga ligulata"	0	0	0	0
"Pinanga limbangensis"	0	0	0	0
"Pinanga limosa"	0	0	0	0
"Pinanga macrospadix"	0	0	0	0
"Pinanga maculata"	1	0	0	1
"Pinanga malaiana"	0	1	0	0
"Pinanga manii"	0	0	0	0
"Pinanga megalocarpa"	0	0	0	0
"Pinanga micholitzii"	0	0	0	0
"Pinanga minor"	0	0	0	0
"Pinanga minuta"	0	0	0	0
"Pinanga mirabilis"	0	0	0	0
"Pinanga modesta"	1	0	0	1
"Pinanga mooreana"	0	0	0	0
"Pinanga negrosensis"	1	0	0	1
"Pinanga nuichuensis"	0	0	0	0
"Pinanga pachycarpa"	0	0	0	0
"Pinanga pachyphylla"	0	0	0	0
"Pinanga palustris"	0	0	0	0
"Pinanga pantiensis"	0	0	0	0
"Pinanga paradoxa"	0	0	0	0
"Pinanga parvula"	0	0	0	0
"Pinanga patula"	0	1	0	0
"Pinanga pectinata"	0	0	0	0
"Pinanga perakensis"	0	0	0	0
"Pinanga philippinensis"	1	0	0	1
"Pinanga pilosa"	0	0	0	0
"Pinanga plicata"	0	0	0	0
"Pinanga polymorpha"	0	0	0	0
"Pinanga porrecta"	0	0	0	0
"Pinanga pulchella"	0	0	0	0
"Pinanga purpurea"	0	0	0	0
"Pinanga quadrijuga"	0	0	0	0
"Pinanga ridleyana"	0	0	0	0
"Pinanga rigida"	1	0	0	1
"Pinanga riparia"	0	0	0	0
"Pinanga rivularis"	0	0	0	0
"Pinanga rumphiana"	1	1	0	1
"Pinanga rupestris"	0	0	0	0
"Pinanga salicifolia"	0	0	0	0
"Pinanga samarana"	1	0	0	1
"Pinanga sarmentosa"	0	0	0	0
"Pinanga sclerophylla"	1	0	0	1
"Pinanga scortechinii"	0	0	0	0
"Pinanga sembilan"	0	0	0	0
"Pinanga sessilifolia"	0	0	0	0
"Pinanga sibuyanensis"	1	0	0	1
"Pinanga sierramadreana"	0	0	0	0
"Pinanga simplicifrons"	0	0	0	0
"Pinanga singaporensis"	0	0	0	0
"Pinanga sobolifera"	0	0	0	0
"Pinanga speciosa"	1	0	0	1
"Pinanga stricta"	0	0	0	0
"Pinanga stylosa"	0	0	0	0
"Pinanga subintegra"	0	0	0	0
"Pinanga subruminata"	0	0	0	0
"Pinanga sylvestris"	0	1	1	0
"Pinanga tashiroi"	0	0	0	0
"Pinanga tenacinervis"	0	0	0	0
"Pinanga tenella"	0	0	0	0
"Pinanga tomentella"	0	0	0	0
"Pinanga tomentosa"	0	0	0	0
"Pinanga trichoneura"	0	0	0	0
"Pinanga uncinata"	0	0	0	0
"Pinanga urdanetensis"	0	0	0	0
"Pinanga urosperma"	1	0	0	1
"Pinanga variegata"	0	0	0	0
"Pinanga veitchii"	0	0	0	0
"Pinanga versicolor"	0	0	0	0
"Pinanga watanaiana"	0	0	0	0
"Pinanga woodiana"	1	0	0	1
"Pinanga yassinii"	0	0	0	0
"Plectocomia assamica"	0	0	0	0
"Plectocomia billitonensis"	0	0	0	0
"Plectocomia bractealis"	0	0	0	0
"Plectocomia dransfieldiana"	0	0	0	0
"Plectocomia elmeri"	0	1	0	0
"Plectocomia elongata"	1	1	1	0
"Plectocomia himalayana"	0	0	0	0
"Plectocomia khasyana"	0	0	0	0
"Plectocomia longistigma"	0	0	0	0
"Plectocomia lorzingii"	0	0	0	0
"Plectocomia macrostachya"	0	0	0	0
"Plectocomia microstachys"	0	0	0	0
"Plectocomia mulleri"	0	1	0	0
"Plectocomia pierreana"	0	0	0	0
"Plectocomia pygmaea"	0	0	0	0
"Plectocomiopsis corneri"	0	0	0	0
"Plectocomiopsis geminiflora"	0	1	0	0
"Plectocomiopsis mira"	0	0	0	0
"Plectocomiopsis songthanhensis"	0	0	0	0
"Plectocomiopsis triquetra"	0	1	0	0
"Plectocomiopsis wrayi"	0	0	0	0
"Podococcus acaulis"	0	0	0	0
"Podococcus barteri"	1	1	0	0
"Ponapea hentyi"	0	0	0	0
"Ponapea hosinoi"	0	0	0	0
"Ponapea ledermanniana"	0	0	0	0
"Ponapea palauensis"	0	0	0	0
"Prestoea acuminata"	1	1	1	1
"Prestoea carderi"	0	0	0	0
"Prestoea decurrens"	1	1	0	1
"Prestoea ensiformis"	1	1	0	0
"Prestoea longepetiolata"	0	0	0	0
"Prestoea pubens"	1	1	0	0
"Prestoea pubigera"	0	0	0	0
"Prestoea schultzeana"	1	1	1	1
"Prestoea simplicifolia"	0	0	0	0
"Prestoea tenuiramosa"	0	0	0	0
"Pritchardia arecina"	0	0	0	0
"Pritchardia bakeri"	0	0	0	0
"Pritchardia beccariana"	0	0	0	0
"Pritchardia flynnii"	0	0	0	0
"Pritchardia forbesiana"	0	0	0	0
"Pritchardia glabrata"	0	0	0	0
"Pritchardia gordonii"	0	0	0	0
"Pritchardia hardyi"	0	0	0	0
"Pritchardia hillebrandii"	0	0	0	0
"Pritchardia kaalae"	0	0	0	0
"Pritchardia kahukuensis"	0	0	0	0
"Pritchardia lanigera"	0	0	0	0
"Pritchardia lowreyana"	0	0	0	0
"Pritchardia maideniana"	0	0	0	0
"Pritchardia martii"	0	1	0	0
"Pritchardia minor"	0	0	0	0
"Pritchardia mitiaroana"	0	0	0	0
"Pritchardia munroi"	0	0	0	0
"Pritchardia napaliensis"	0	0	0	0
"Pritchardia pacifica"	0	0	0	0
"Pritchardia perlmanii"	0	0	0	0
"Pritchardia remota"	0	0	0	0
"Pritchardia schattaueri"	0	0	0	0
"Pritchardia thurstonii"	0	0	0	0
"Pritchardia viscosa"	0	0	0	0
"Pritchardia vuylstekeana"	0	0	0	0
"Pritchardia waialealeana"	0	0	0	0
"Pritchardia woodii"	0	0	0	0
"Pseudophoenix ekmanii"	0	0	0	0
"Pseudophoenix lediniana"	0	0	0	0
"Pseudophoenix sargentii"	0	0	0	0
"Pseudophoenix vinifera"	0	1	0	0
"Ptychococcus lepidotus"	0	1	0	0
"Ptychococcus paradoxus"	1	1	0	1
"Ptychosperma ambiguum"	0	0	0	0
"Ptychosperma buabe"	0	0	0	0
"Ptychosperma burretianum"	0	0	0	0
"Ptychosperma caryotoides"	0	0	0	0
"Ptychosperma cuneatum"	0	0	0	0
"Ptychosperma elegans"	0	1	0	0
"Ptychosperma furcatum"	0	0	0	0
"Ptychosperma gracile"	0	0	0	0
"Ptychosperma hartmannii"	0	0	0	0
"Ptychosperma lauterbachii"	0	0	0	0
"Ptychosperma lineare"	0	1	0	0
"Ptychosperma macarthurii"	1	1	0	0
"Ptychosperma macrocerum"	0	0	0	0
"Ptychosperma mambare"	0	0	0	0
"Ptychosperma microcarpum"	0	0	0	0
"Ptychosperma mooreanum"	0	0	0	0
"Ptychosperma nicolai"	0	0	0	0
"Ptychosperma praemorsum"	0	0	0	0
"Ptychosperma propinquum"	0	0	0	0
"Ptychosperma pullenii"	0	0	0	0
"Ptychosperma ramosissimum"	0	0	0	0
"Ptychosperma rosselense"	0	0	0	0
"Ptychosperma salomonense"	0	1	0	0
"Ptychosperma sanderianum"	0	0	0	0
"Ptychosperma schefferi"	0	0	0	0
"Ptychosperma streimannii"	0	0	0	0
"Ptychosperma tagulense"	0	0	0	0
"Ptychosperma vestitum"	0	0	0	0
"Ptychosperma waitianum"	0	0	0	0
"Raphia africana"	0	1	0	1
"Raphia australis"	0	1	0	0
"Raphia farinifera"	1	1	1	0
"Raphia gentiliana"	1	1	1	0
"Raphia hookeri"	1	1	1	1
"Raphia laurentii"	0	1	0	0
"Raphia longiflora"	0	0	0	0
"Raphia mambillensis"	1	1	1	1
"Raphia mannii"	0	0	0	0
"Raphia matombe"	0	0	0	0
"Raphia monbuttorum"	0	1	1	0
"Raphia palma-pinus"	0	1	1	0
"Raphia regalis"	0	1	1	0
"Raphia rostrata"	0	0	0	0
"Raphia ruwenzorica"	0	0	0	0
"Raphia sese"	0	1	1	0
"Raphia sudanica"	1	1	1	1
"Raphia taedigera"	0	1	0	0
"Raphia textilis"	0	1	0	0
"Raphia vinifera"	1	1	1	1
"Ravenea albicans"	1	0	0	0
"Ravenea beentjei"	0	0	0	0
"Ravenea declivium"	0	0	0	0
"Ravenea delicatula"	0	0	0	0
"Ravenea dransfieldii"	1	1	0	0
"Ravenea glauca"	0	0	0	0
"Ravenea hildebrandtii"	0	0	0	0
"Ravenea hypoleuca"	0	0	0	0
"Ravenea julietiae"	0	0	0	0
"Ravenea krociana"	0	0	0	0
"Ravenea lakatra"	1	1	0	0
"Ravenea latisecta"	0	0	0	0
"Ravenea louvelii"	0	0	0	0
"Ravenea madagascariensis"	0	0	0	0
"Ravenea moorei"	0	1	0	0
"Ravenea musicalis"	0	0	0	0
"Ravenea nana"	0	0	0	0
"Ravenea rivularis"	0	0	0	0
"Ravenea robustior"	1	1	0	0
"Ravenea sambiranensis"	1	0	0	0
"Ravenea xerophila"	0	1	0	0
"Reinhardtia elegans"	0	0	0	0
"Reinhardtia gracilis"	0	0	0	0
"Reinhardtia koschnyana"	0	0	0	0
"Reinhardtia latisecta"	0	0	0	0
"Reinhardtia paiewonskiana"	0	0	0	0
"Reinhardtia simplex"	0	0	0	0
"Rhapidophyllum hystrix"	0	0	0	0
"Rhapis evansii"	0	0	0	0
"Rhapis excelsa"	0	1	1	0
"Rhapis gracilis"	0	0	0	0
"Rhapis humilis"	0	0	0	0
"Rhapis kebangensis"	0	0	0	0
"Rhapis laosensis"	0	0	0	0
"Rhapis micrantha"	0	0	0	0
"Rhapis puhuongensis"	0	0	0	0
"Rhapis robusta"	0	0	0	0
"Rhapis subtilis"	0	0	0	0
"Rhapis vidalii"	0	0	0	0
"Rhopaloblaste augusta"	0	0	0	0
"Rhopaloblaste ceramica"	1	1	0	0
"Rhopaloblaste elegans"	0	0	0	0
"Rhopaloblaste gideonii"	0	0	0	0
"Rhopaloblaste ledermanniana"	1	1	0	0
"Rhopaloblaste singaporensis"	0	1	0	0
"Rhopalostylis baueri"	0	0	0	0
"Rhopalostylis sapida"	0	1	1	0
"Roscheria melanochaetes"	0	0	0	0
"Roystonea altissima"	0	0	0	0
"Roystonea borinquena"	0	0	0	0
"Roystonea dunlapiana"	0	0	0	0
"Roystonea lenis"	0	0	0	0
"Roystonea maisiana"	0	0	0	0
"Roystonea oleracea"	1	1	1	0
"Roystonea princeps"	0	0	0	0
"Roystonea regia"	1	1	1	0
"Roystonea violacea"	0	0	0	0
"Sabal bermudana"	0	0	0	0
"Sabal causiarum"	0	1	0	0
"Sabal domingensis"	0	0	0	0
"Sabal etonia"	0	0	0	0
"Sabal gretherae"	0	0	0	0
"Sabal maritima"	0	0	0	0
"Sabal mauritiiformis"	0	0	0	0
"Sabal mexicana"	0	0	1	0
"Sabal minor"	0	0	1	0
"Sabal palmetto"	0	1	1	0
"Sabal pumos"	0	0	0	0
"Sabal rosei"	1	1	0	0
"Sabal uresana"	1	1	0	0
"Sabal yapa"	0	0	1	0
"Sabinaria magnifica"	0	0	0	0
"Salacca acehensis"	0	0	0	0
"Salacca affinis"	1	0	0	0
"Salacca bakeriana"	0	0	0	0
"Salacca clemensiana"	0	0	0	0
"Salacca dolicholepis"	0	0	0	0
"Salacca dransfieldiana"	0	0	0	0
"Salacca flabellata"	0	0	0	0
"Salacca glabrescens"	1	0	0	0
"Salacca graciliflora"	0	0	0	0
"Salacca griffithii"	0	0	0	0
"Salacca magnifica"	0	0	0	0
"Salacca minuta"	0	0	0	0
"Salacca multiflora"	0	0	0	0
"Salacca ramosiana"	0	0	0	0
"Salacca rupicola"	0	0	0	0
"Salacca sarawakensis"	0	0	0	0
"Salacca secunda"	0	0	0	0
"Salacca stolonifera"	0	0	0	0
"Salacca sumatrana"	0	0	0	0
"Salacca vermicularis"	0	0	0	0
"Salacca wallichiana"	1	1	1	0
"Salacca zalacca"	1	0	0	0
"Saribus brevifolius"	0	0	0	0
"Saribus chocolatinus"	0	0	0	0
"Saribus jeanneneyi"	0	0	0	0
"Saribus merrillii"	1	1	0	0
"Saribus papuanus"	0	0	0	0
"Saribus rotundifolius"	1	1	0	1
"Saribus surru"	0	1	0	1
"Saribus tothur"	1	1	0	1
"Saribus woodfordii"	0	0	0	0
"Satakentia liukiuensis"	0	1	0	0
"Satranala decussilvae"	0	0	0	0
"Schippia concolor"	0	0	0	0
"Sclerosperma mannii"	1	1	0	0
"Sclerosperma profizianum"	0	1	0	0
"Sclerosperma walkeri"	0	1	0	0
"Serenoa repens"	0	1	1	0
"Socratea exorrhiza"	1	1	1	1
"Socratea hecatonandra"	0	1	0	0
"Socratea karstenii"	0	0	0	0
"Socratea rostrata"	1	1	0	1
"Socratea salazarii"	1	1	1	1
"Sommieria leucophylla"	0	1	0	1
"Syagrus allagopteroides"	0	0	0	0
"Syagrus amara"	0	0	0	0
"Syagrus angustifolia"	0	0	0	0
"Syagrus botryophora"	0	0	0	0
"Syagrus caerulescens"	0	0	0	0
"Syagrus campestris"	0	0	0	0
"Syagrus campylospatha"	0	0	0	0
"Syagrus cardenasii"	0	0	0	0
"Syagrus cearensis"	0	0	0	0
"Syagrus cerqueirana"	0	0	0	0
"Syagrus cocoides"	0	0	0	0
"Syagrus comosa"	0	0	0	0
"Syagrus coronata"	1	1	1	0
"Syagrus deflexa"	0	0	0	0
"Syagrus duartei"	0	0	0	0
"Syagrus emasensis"	0	0	0	0
"Syagrus evansiana"	0	0	0	0
"Syagrus flexuosa"	0	0	0	0
"Syagrus glaucescens"	0	0	0	0
"Syagrus glazioviana"	0	0	0	0
"Syagrus gouveiana"	0	0	0	0
"Syagrus graminifolia"	0	0	0	0
"Syagrus guimaraesensis"	0	0	0	0
"Syagrus harleyi"	0	0	0	0
"Syagrus hoehnei"	0	0	0	0
"Syagrus inajai"	1	1	1	0
"Syagrus insignis"	0	0	0	0
"Syagrus itacambirana"	0	0	0	0
"Syagrus itapebiensis"	0	0	0	0
"Syagrus kellyana"	0	0	0	0
"Syagrus lilliputiana"	0	0	0	0
"Syagrus loefgrenii"	0	0	0	0
"Syagrus longipedunculata"	0	0	0	0
"Syagrus lorenzoniorum"	0	0	0	0
"Syagrus macrocarpa"	0	0	0	0
"Syagrus mendanhensis"	0	0	0	0
"Syagrus menzeliana"	0	0	0	0
"Syagrus microphylla"	0	0	0	0
"Syagrus minor"	0	0	0	0
"Syagrus oleracea"	1	1	0	0
"Syagrus orinocensis"	0	1	0	0
"Syagrus petraea"	0	0	0	0
"Syagrus picrophylla"	0	0	0	0
"Syagrus pleioclada"	0	0	0	0
"Syagrus pleiocladoides"	0	0	0	0
"Syagrus pompeoi"	0	0	0	0
"Syagrus procumbens"	0	0	0	0
"Syagrus pseudococos"	0	0	0	0
"Syagrus romanzoffiana"	0	1	1	0
"Syagrus rupicola"	0	0	0	0
"Syagrus ruschiana"	0	0	0	0
"Syagrus sancona"	1	1	1	1
"Syagrus santosii"	0	0	0	0
"Syagrus schizophylla"	0	1	1	0
"Syagrus smithii"	1	1	0	1
"Syagrus stenopetala"	0	0	0	0
"Syagrus stratincola"	0	0	0	0
"Syagrus vagans"	0	0	0	0
"Syagrus vermicularis"	0	0	0	0
"Syagrus weddelliana"	0	0	0	0
"Syagrus werdermannii"	0	0	0	0
"Syagrus yungasensis"	0	0	0	0
"Synechanthus dasystachys"	0	0	0	0
"Synechanthus fibrosus"	0	0	0	0
"Synechanthus warscewiczianus"	1	1	0	1
"Tahina spectabilis"	0	0	0	0
"Tectiphiala ferox"	0	0	0	0
"Thrinax excelsa"	0	0	0	0
"Thrinax parviflora"	0	1	0	0
"Thrinax radiata"	0	0	1	0
"Trachycarpus fortunei"	1	1	1	0
"Trachycarpus geminisectus"	0	0	0	0
"Trachycarpus latisectus"	0	0	0	0
"Trachycarpus martianus"	0	1	0	0
"Trachycarpus nanus"	0	0	0	0
"Trachycarpus oreophilus"	0	0	0	0
"Trachycarpus princeps"	0	0	0	0
"Trachycarpus ravenii"	0	0	0	0
"Trachycarpus takil"	0	0	0	0
"Trachycarpus ukhrulensis"	0	0	0	0
"Trithrinax brasiliensis"	0	0	0	0
"Trithrinax campestris"	0	0	0	0
"Trithrinax schizophylla"	0	0	0	0
"Veitchia arecina"	0	1	0	0
"Veitchia filifera"	0	0	1	0
"Veitchia joannis"	1	1	1	0
"Veitchia lepidota"	0	0	0	0
"Veitchia metiti"	0	0	0	0
"Veitchia pachyclada"	0	0	0	0
"Veitchia simulans"	0	0	0	0
"Veitchia spiralis"	0	0	0	0
"Veitchia subdisticha"	0	0	0	0
"Veitchia vitiensis"	0	0	0	0
"Veitchia winin"	0	1	0	0
"Verschaffeltia splendida"	0	0	0	0
"Voanioala gerardii"	0	0	0	0
"Wallaceodoxa raja-ampat"	0	1	0	1
"Wallichia caryotoides"	0	0	0	0
"Wallichia disticha"	1	1	1	0
"Wallichia gracilis"	0	0	0	0
"Wallichia lidiae"	0	0	0	0
"Wallichia marianneae"	0	0	0	0
"Wallichia nana"	0	0	1	0
"Wallichia oblongifolia"	0	0	1	0
"Wallichia triandra"	0	0	0	0
"Washingtonia filifera"	1	1	1	0
"Washingtonia robusta"	0	1	0	0
"Welfia alfredii"	0	0	0	0
"Welfia regia"	1	1	1	1
"Wendlandiella gracilis"	0	0	0	0
"Wettinia aequalis"	1	1	1	1
"Wettinia aequatorialis"	0	0	0	0
"Wettinia anomala"	0	0	0	0
"Wettinia augusta"	1	1	1	1
"Wettinia castanea"	0	0	0	0
"Wettinia disticha"	0	0	0	0
"Wettinia drudei"	0	1	0	1
"Wettinia fascicularis"	0	0	0	0
"Wettinia hirsuta"	0	0	0	0
"Wettinia kalbreyeri"	0	0	0	0
"Wettinia lanata"	0	0	0	0
"Wettinia longipetala"	0	0	0	0
"Wettinia maynensis"	1	1	1	1
"Wettinia microcarpa"	0	0	0	0
"Wettinia minima"	0	0	0	0
"Wettinia oxycarpa"	0	1	0	0
"Wettinia panamensis"	0	0	0	0
"Wettinia praemorsa"	0	0	0	0
"Wettinia quinaria"	1	1	0	1
"Wettinia radiata"	1	1	0	1
"Wettinia verruculosa"	0	0	0	0
"Wodyetia bifurcata"	0	0	0	0
"Zombia antillarum"	0	1	0	0
